Parent MNE	WikiID		WikiTopic		MID		Weight
Citigroup Inc	Q749474	>>	Grupo_Financiero_Banamex	>>	/m/04g56_s	>>	3,085519305
Citigroup Inc	Q5122451	>>	Citibank_Singapore	>>	/m/09jsc1	>>	1,766040736
Citigroup Inc	Q4034832	>>	Bank_Handlowy	>>	/m/0_83lrf	>>	1,639934407
Citigroup Inc	Q5122452	>>	Citibank_Korea	>>	/g/11bc5j4b8f	>>	0,888486448
Citigroup Inc	Q5122450	>>	Citibank_Philippines	>>	/m/05257zc	>>	0,796446496
Citigroup Inc	Q5122440	>>	Citibank_Australia	>>	/m/05256wh	>>	0,790814777
Coca-Cola Co	Q3295867	>>	The_Coca-Cola_Company	>>	/m/03phgz	>>	74,64450916
Coca-Cola Co	Q608845	>>	Costa_Coffee	>>	/m/073hjd	>>	12,02661932
Coca-Cola Co	Q1206056	>>	Minute_Maid	>>	/m/03tc48	>>	4,851677591
Coca-Cola Co	Q1664118	>>	Innocent_Drinks	>>	/m/09x44x	>>	4,8122117
Coca-Cola Co	Q3031783	>>	Odwalla	>>	/m/03pjwj	>>	1,571060139
Coca-Cola Co	Q21178899	>>	Fuze_Beverage	>>	/m/01gsyb	>>	1,04696105
Coca-Cola Co	Q21178899	>>	Fuze_Beverage	>>	/g/11ckpzzvb8	>>	1,04696105
Cognizant Technology Solutions Corp	Q1107035	>>	Cognizant	>>	/m/03bf9h	>>	100
Colgate-Palmolive Co	Q609466	>>	Colgate-Palmolive	>>	/m/01j6k_	>>	96,36450543
Colgate-Palmolive Co	Q7433509	>>	Science_Diet	>>	/m/08tgq7	>>	3,635494573
Comcast Corp	Q168383	>>	Universal_Pictures	>>	/m/016tw3	>>	16,10026773
Comcast Corp	Q13974	>>	NBC	>>	/m/05gnf	>>	13,99206969
Comcast Corp	Q1113804	>>	Comcast	>>	/m/01s73z	>>	13,86693406
Comcast Corp	Q724759	>>	NBCUniversal	>>	/m/02_l39	>>	7,245278634
Comcast Corp	Q13973	>>	MSNBC	>>	/m/0152x_	>>	6,444253535
Comcast Corp	Q1340204	>>	Sky_Sports	>>	/m/04yg0g	>>	5,919084125
Comcast Corp	Q1023912	>>	CNBC	>>	/m/01gl9g	>>	5,321766186
Comcast Corp	Q217228	>>	Sky_News	>>	/m/01fp7c	>>	3,10111714
Comcast Corp	Q2033167	>>	Sky_UK	>>	/m/011ljgqv	>>	3,062331658
Comcast Corp	Q7775395	>>	The_Wizarding_World_of_Harry_Potter	>>	/m/011snv9w	>>	2,889986406
Comcast Corp	Q796719	>>	Sky_Italia	>>	/m/05bgd7	>>	2,828532128
Comcast Corp	Q652282	>>	Sky_Deutschland	>>	/m/0dtw99	>>	2,199109924
Comcast Corp	Q7065448	>>	Now_TV_(Sky)	>>	/m/0k3h8xc	>>	2,172342024
Comcast Corp	Q5151002	>>	Xfinity	>>	/m/0262zm5	>>	1,933033988
Comcast Corp	Q765990	>>	Golf_Channel	>>	/m/059shg	>>	1,420075817
Comcast Corp	Q3510971	>>	Sky_Atlantic	>>	/m/0dgqk91	>>	1,247698289
Comcast Corp	Q2731065	>>	WNBC	>>	/m/04gh1n	>>	0,904158976
Comcast Corp	Q262523	>>	Universal_TV	>>	/m/03hkk85	>>	0,796872201
Comcast Corp	Q7537260	>>	Sky_Broadband	>>	/m/0gybql	>>	0,681096731
Comcast Corp	Q4005797	>>	Universal_Pictures_Home_Entertainment	>>	/m/025tlyv	>>	0,657534954
Comcast Corp	Q2201035	>>	Sky_News_Arabia	>>	/m/0hr268g	>>	0,561846167
Comcast Corp	Q2382261	>>	KNBC	>>	/m/04lvsy	>>	0,553249884
Comcast Corp	Q7537506	>>	Sky_Sport_(Germany)	>>	/g/1ygbcm1fc	>>	0,490031163
Comcast Corp	Q3564723	>>	WMAQ-TV	>>	/m/0545qr	>>	0,486835799
Comcast Corp	Q2293300	>>	Sky_Sport_News_HD	>>	/g/11dyk_nkn	>>	0,467125673
Comcast Corp	Q3564630	>>	WCAU	>>	/m/059cbd	>>	0,428329432
Comcast Corp	Q3564712	>>	WKAQ-TV	>>	/m/01jk0k	>>	0,386531486
Comcast Corp	Q3191571	>>	KXAS-TV	>>	/m/05pqqn	>>	0,374793633
Comcast Corp	Q3962622	>>	Sky_Calcio	>>	/g/120_4lbt	>>	0,345389826
Comcast Corp	Q4260070	>>	WTVJ	>>	/m/09c2ql	>>	0,331209725
Comcast Corp	Q1023914	>>	CNBC_Asia	>>	/m/01h2bd	>>	0,318449786
Comcast Corp	Q7537355	>>	Sky_Ireland	>>	/m/0py2bh8	>>	0,31230651
Comcast Corp	Q6334551	>>	KNSD	>>	/m/05jl0w	>>	0,287582782
Comcast Corp	Q7956853	>>	WVIT	>>	/m/071lxs	>>	0,254854506
Comcast Corp	Q7953460	>>	WNJU	>>	/m/0657vd	>>	0,22913021
Comcast Corp	Q14682734	>>	KSTS	>>	/m/094hlj	>>	0,229022622
Comcast Corp	Q6339973	>>	KVEA	>>	/m/065xkm	>>	0,192345865
Comcast Corp	Q2373864	>>	Syfy_(Germany)	>>	/m/057s1q	>>	0,178187282
Comcast Corp	Q7956292	>>	WYCN-LD	>>	/m/07zh72	>>	0,158735367
Comcast Corp	Q6341628	>>	KXTX-TV	>>	/m/06dftx	>>	0,156056426
Comcast Corp	Q6338873	>>	KTMD	>>	/m/06dfqf	>>	0,134237575
Comcast Corp	Q7537318	>>	Sky_Cinema_(Germany)	>>	/m/06zrwk6	>>	0,124425547
Comcast Corp	Q3046634	>>	Easynet	>>	/m/0f1b6j	>>	0,121628259
Comcast Corp	Q728764	>>	Blue_Movie_(Sender)	>>	/g/12384r2n	>>	0,094150278
Commonwealth Bank of Australia	Q285328	>>	Commonwealth_Bank	>>	/m/02rndw	>>	71,62859912
Commonwealth Bank of Australia	Q297214	>>	ASB_Bank	>>	/m/034k1t	>>	13,27863257
Commonwealth Bank of Australia	Q4856817	>>	Bankwest	>>	/m/0341mg	>>	7,724821494
Commonwealth Bank of Australia	Q5148318	>>	Colonial_First_State	>>	/m/0g9yc35	>>	4,698895518
Commonwealth Bank of Australia	Q5153857	>>	Commonwealth_Securities	>>	/m/0gxfh9	>>	2,669051292
Compagnie Financiere Richemont SA	Q635484	>>	Armani	>>	/m/03wr6g	>>	16,31031447
Compagnie Financiere Richemont SA	Q689240	>>	Richemont	>>	/m/03g266	>>	15,20208174
Compagnie Financiere Richemont SA	Q538587	>>	Cartier_(jeweler)	>>	/m/05rgyt	>>	12,97468342
Compagnie Financiere Richemont SA	Q142691	>>	Montblanc_(company)	>>	/m/04y72l	>>	8,798927028
Compagnie Financiere Richemont SA	Q659863	>>	Moschino	>>	/m/0bdfm0	>>	6,672386394
Compagnie Financiere Richemont SA	Q1385309	>>	Balmain_(fashion_house)	>>	/m/03c4zdb	>>	6,581802505
Compagnie Financiere Richemont SA	Q378698	>>	Jaeger-LeCoultre	>>	/m/01szcp	>>	4,822288483
Compagnie Financiere Richemont SA	Q662902	>>	International_Watch_Company	>>	/m/033xxw	>>	4,813390985
Compagnie Financiere Richemont SA	Q62341	>>	Vacheron_Constantin	>>	/m/04g8rl	>>	4,62413986
Compagnie Financiere Richemont SA	Q1475590	>>	Panerai	>>	/m/07qcjq	>>	4,062298764
Compagnie Financiere Richemont SA	Q1726925	>>	Maison_Margiela	>>	/m/05yxprs	>>	3,497026608
Compagnie Financiere Richemont SA	Q4022139	>>	YOOX_Net-a-Porter_Group	>>	/m/047rysg	>>	3,184916358
Compagnie Financiere Richemont SA	Q1784995	>>	Alfred_Dunhill_Ltd.	>>	/m/0dck4b	>>	2,245096393
Compagnie Financiere Richemont SA	Q138109	>>	Baume_et_Mercier	>>	/m/05m1w0	>>	2,23994011
Compagnie Financiere Richemont SA	Q658961	>>	Piaget_SA	>>	/m/04g92x	>>	1,832205994
Compagnie Financiere Richemont SA	Q670160	>>	Roger_Dubuis	>>	/m/0by13t	>>	0,975584414
Compagnie Financiere Richemont SA	Q2262005	>>	Kartell	>>	/m/0h2tl9	>>	0,574169654
Compagnie Financiere Richemont SA	Q1692848	>>	Net-a-Porter	>>	/m/05c3sgr	>>	0,38856282
Compagnie Financiere Richemont SA	Q17747131	>>	Watchfinder	>>	/g/11c2kz8pnj	>>	0,200183998
ConocoPhillips	Q214763	>>	ConocoPhillips	>>	/m/01vc1k	>>	100
Constellation Brands Inc	Q448588	>>	Opus_One_Winery	>>	/m/0btcts	>>	53,66738766
Constellation Brands Inc	Q4851544	>>	Ballast_Point_Brewing_Company	>>	/m/0czd3cf	>>	32,56365859
Constellation Brands Inc	Q5757420	>>	High_West_Distillery	>>	/m/047qv2z	>>	13,76895375
Continental AG	Q163241	>>	Continental_AG	>>	/m/05f_fl	>>	83,63992393
Continental AG	Q369128	>>	General_Tire	>>	/m/01m5gn	>>	6,834676851
Continental AG	Q81510	>>	Barum_(company)	>>	/m/0kqnyx	>>	6,209567963
Continental AG	Q1908026	>>	Matador_(company)	>>	/m/07k5_v	>>	2,198209176
Continental AG	Q1128715	>>	ContiTech	>>	/g/122vx75q	>>	1,117622082
Corning Inc	Q5842736	>>	Corning_Inc.	>>	/m/01yb3t	>>	100
Country Garden Holdings Co Ltd	Q5177291	>>	Country_Garden	>>	/m/02qqp43	>>	100
Credit Agricole SA	Q2844522	>>	Amundi	>>	/m/09v3zgc	>>	67,51302083
Credit Agricole SA	Q2297468	>>	Sofinco	>>	/g/121l0l3q	>>	10,37495931
Credit Agricole SA	Q10316709	>>	LCL_S.A.	>>	/m/02zfjp	>>	6,946818034
Credit Agricole SA	Q16670927	>>	Predica	>>	/g/12dpws_4y	>>	6,231180827
Credit Agricole SA	Q320853	>>	Amundi_Pioneer	>>	/m/02rzq3p	>>	4,833475749
Credit Agricole SA	Q3633722	>>	FriulAdria	>>	/g/1224tdpy	>>	4,100545247
Credit Suisse Group AG	Q372657	>>	Credit_Suisse	>>	/m/03g776	>>	94,65600673
Credit Suisse Group AG	Q3002423	>>	Credit_Suisse_First_Boston	>>	/m/03pnt_	>>	5,343993267
DBS Group Holdings Ltd	Q705417	>>	DBS_Bank	>>	/m/01q7n5	>>	85,86356659
DBS Group Holdings Ltd	Q7120030	>>	POSB_Bank	>>	/m/08kw9j	>>	8,826971528
DBS Group Holdings Ltd	Q5204418	>>	DBS_Bank_(Hong_Kong)	>>	/m/05lt4j	>>	5,309461883
DNB ASA	Q80788	>>	DNB_ASA	>>	/m/04mll4	>>	92,87703715
DNB ASA	Q26969139	>>	Luminor_Bank_(Latvija)	>>	/g/11bc6qd3k4	>>	5,361511536
DNB ASA	Q13469245	>>	Luminor_Bank	>>	/g/12hhglkpb	>>	1,761451315
Daikin Industries Ltd	Q1157589	>>	Daikin	>>	/m/046cdd	>>	90,51271738
Daikin Industries Ltd	Q5583460	>>	Goodman_Global	>>	/m/0b74g9h	>>	9,487282624
Daimler AG	Q36008	>>	Mercedes-Benz	>>	/m/052mx	>>	50,55203198
Daimler AG	Q27530	>>	Daimler_AG	>>	/m/0bt1m	>>	20,37578287
Daimler AG	Q26966	>>	Mercedes-AMG	>>	/m/03hjsy	>>	13,84360195
Daimler AG	Q156490	>>	Smart_(marque)	>>	/m/0hfkk	>>	8,584377898
Daimler AG	Q1190247	>>	Fuso_(company)	>>	/m/01cyxf	>>	2,121089997
Daimler AG	Q1107991	>>	BharatBenz	>>	/m/0gg8qv_	>>	1,298520202
Daimler AG	Q1370660	>>	Western_Star_Trucks	>>	/m/040x1n	>>	1,281474972
Daimler AG	Q6818118	>>	Mercedes-Benz_India	>>	/m/02p_lgz	>>	0,533413833
Daimler AG	Q386598	>>	EvoBus	>>	/m/0d8f7r	>>	0,456002711
Daimler AG	Q16834431	>>	Daimler_Trucks_North_America	>>	/m/0w7pp6n	>>	0,441256018
Daimler AG	Q5209438	>>	Daimler_India_Commercial_Vehicles	>>	/m/0hncp10	>>	0,362123246
Daimler AG	Q1921337	>>	Mercedes-Benz_USA	>>	/g/12301nk8	>>	0,097349805
Daimler AG	Q1157621	>>	Daimler_Mobility	>>	/m/03cddgw	>>	0,052974519
Danaher Corp	Q2050040	>>	Pantone	>>	/m/0f9vy	>>	50,17972935
Danaher Corp	Q1159256	>>	Danaher_Corporation	>>	/m/074wl0	>>	25,93739501
Danaher Corp	Q479952	>>	Beckman_Coulter	>>	/m/03p1lsg	>>	5,8738583
Danaher Corp	Q1532489	>>	Pall_Corporation	>>	/m/0bp3g7	>>	3,77668177
Danaher Corp	Q880935	>>	Leica_Microsystems	>>	/m/09gb6gs	>>	3,264795899
Danaher Corp	Q672725	>>	Nobel_Biocare	>>	/m/0flf0g	>>	2,707286115
Danaher Corp	Q5637027	>>	Hach_Company	>>	/m/0cn_byq	>>	1,900889466
Danaher Corp	Q15964713	>>	Cepheid_Inc	>>	/m/03p1s18	>>	1,833215331
Danaher Corp	Q8041522	>>	X-Rite	>>	/m/03p3jy2	>>	1,396941674
Danaher Corp	Q5398177	>>	Esko_(company)	>>	/m/02q9k0f	>>	1,335842515
Danaher Corp	Q6042815	>>	Integrated_DNA_Technologies	>>	/m/04jhm8b	>>	1,127688423
Danaher Corp	Q6895942	>>	Molecular_Devices	>>	/m/0h4l9s	>>	0,665676144
Danone SA	Q329426	>>	Danone	>>	/m/0257ck	>>	60,41183416
Danone SA	Q1047243	>>	Volvic_(mineral_water)	>>	/m/07v08z	>>	10,9917967
Danone SA	Q343276	>>	Actimel	>>	/m/08dz9z	>>	9,730373567
Danone SA	Q498666	>>	Alpro	>>	/m/0280wvt	>>	5,694875024
Danone SA	Q2878765	>>	Badoit	>>	/m/0dkpny	>>	3,676573465
Danone SA	Q2104662	>>	Nutricia	>>	/g/120w3j_z	>>	3,176447053
Danone SA	Q5652711	>>	Happy_Family_(food_company)	>>	/m/0ll3vtx	>>	2,554081154
Danone SA	Q3499743	>>	Stonyfield_Farm	>>	/m/02pyck2	>>	1,464910149
Danone SA	Q3013458	>>	Danette	>>	/g/121srb6m	>>	1,363964389
Danone SA	Q3104408	>>	Gervais_(entreprise)	>>	/g/121j1mtp	>>	0,935144343
Dassault Systemes SE	Q4672315	>>	BIOVIA	>>	/m/026pm43	>>	56,48592697
Dassault Systemes SE	Q3459626	>>	Simulia_(company)	>>	/m/0dkcyv	>>	43,51407303
Deere & Co	Q496302	>>	John_Deere	>>	/m/027v3x	>>	99,5962329
Deere & Co	Q7060717	>>	Nortrax	>>	/m/0b6h8qg	>>	0,403767098
Dell Technologies Inc	Q30873	>>	Dell	>>	/m/0py9b	>>	44,43302193
Dell Technologies Inc	Q11407	>>	VMware	>>	/m/01t9k5	>>	27,98608071
Dell Technologies Inc	Q937801	>>	Alienware	>>	/m/042kgg	>>	11,28076829
Dell Technologies Inc	Q27500963	>>	Dell_Technologies	>>	/g/11c54ch2jm	>>	5,390342922
Dell Technologies Inc	Q16335785	>>	Pivotal_Software	>>	/m/0w1fyfw	>>	4,682409266
Dell Technologies Inc	Q2061730	>>	RSA_Security	>>	/m/01rxqt	>>	3,214742624
Dell Technologies Inc	Q4697698	>>	AirWatch	>>	/m/0j_7bf_	>>	1,536722939
Dell Technologies Inc	Q911882	>>	Force10	>>	/m/02_7_4p	>>	0,537126644
Dell Technologies Inc	Q7444830	>>	Secureworks	>>	/m/02rwc88	>>	0,381643364
Dell Technologies Inc	Q5227160	>>	Data_Domain_(corporation)	>>	/m/02rpfgp	>>	0,289672544
Dell Technologies Inc	Q7199662	>>	Pivotal_Labs	>>	/m/0gwyznd	>>	0,26746877
Delta Air Lines Inc	Q188920	>>	Delta_Air_Lines	>>	/m/0k9ts	>>	84,23568404
Delta Air Lines Inc	Q309174	>>	Northwest_Airlines	>>	/m/012lxn	>>	14,107274
Delta Air Lines Inc	Q1113243	>>	Comair	>>	/m/01ljvs	>>	1,657041958
Denso Corp	Q176508	>>	Denso	>>	/m/08nnht	>>	87,6989981
Denso Corp	Q5507509	>>	Denso_Ten	>>	/m/0glp28	>>	12,3010019
Deutsche Post AG	Q489815	>>	DHL	>>	/m/021086	>>	70,32155882
Deutsche Post AG	Q157645	>>	Deutsche_Post	>>	/m/0210by	>>	19,12166183
Deutsche Post AG	Q323329	>>	DHL_Aviation	>>	/m/03j9l6	>>	7,616675019
Deutsche Post AG	Q474230	>>	DHL_Supply_Chain	>>	/m/08kkph	>>	1,967319511
Deutsche Post AG	Q7864900	>>	UK_Mail	>>	/m/0cqkdjs	>>	0,972784819
Deutsche Telekom AG	Q9396	>>	Deutsche_Telekom	>>	/m/01bnyy	>>	34,82525734
Deutsche Telekom AG	Q327634	>>	T-Mobile	>>	/m/013rs0	>>	27,13020657
Deutsche Telekom AG	Q3511885	>>	T-Mobile_US	>>	/m/02vs4_z	>>	17,790827
Deutsche Telekom AG	Q565423	>>	T-Systems	>>	/m/02884ty	>>	5,908217672
Deutsche Telekom AG	Q2401704	>>	Telekom_Deutschland	>>	/g/11cfv10xm	>>	3,753726236
Deutsche Telekom AG	Q458944	>>	Magyar_Telekom	>>	/m/02rj4_	>>	2,202158373
Deutsche Telekom AG	Q1666806	>>	Magenta_Telekom	>>	/g/1239_117	>>	2,008962829
Deutsche Telekom AG	Q425956	>>	T-Mobile_Polska	>>	/m/072gj4	>>	1,599144523
Deutsche Telekom AG	Q470696	>>	Hrvatski_Telekom	>>	/m/048bc6	>>	1,154072544
Deutsche Telekom AG	Q540733	>>	Slovak_Telekom	>>	/m/01r2mq	>>	0,778018319
Deutsche Telekom AG	Q28406140	>>	T-Mobile_Netherlands	>>	/g/11csrdbrnb	>>	0,733917374
Deutsche Telekom AG	Q1201094	>>	Detecon	>>	/m/07g1xb	>>	0,691441437
Deutsche Telekom AG	Q3280739	>>	Makedonski_Telekom	>>	/m/04n6dz2	>>	0,639080028
Deutsche Telekom AG	Q1140641	>>	Crnogorski_Telekom	>>	/m/094r0c	>>	0,473735337
Deutsche Telekom AG	Q7098935	>>	Optima_Telekom	>>	/m/03nr2y7	>>	0,22145265
Deutsche Telekom AG	Q19902113	>>	Combis	>>	/m/0134mf6k	>>	0,089781761
Diageo PLC	Q161140	>>	Diageo	>>	/m/022cdf	>>	77,93832687
Diageo PLC	Q2319266	>>	Guinness_Brewery	>>	/m/05r7sx	>>	9,535462673
Diageo PLC	Q893272	>>	Cardhu_distillery	>>	/m/02qbs13	>>	4,311178484
Diageo PLC	Q1507227	>>	George_Dickel	>>	/m/0319vj	>>	3,126425473
Diageo PLC	Q3646942	>>	Bundaberg_Rum	>>	/m/01k60	>>	2,95695609
Diageo PLC	Q493271	>>	East_African_Breweries	>>	/m/0b8jbx	>>	2,131650414
Dollar General Corp	Q145168	>>	Dollar_General	>>	/m/0204_2	>>	100
Dominion Energy Inc	Q677464	>>	Dominion_Energy	>>	/m/06jkx2	>>	78,31207816
Dominion Energy Inc	Q7389067	>>	SCANA	>>	/m/0cq0hc	>>	21,68792184
DuPont de Nemours Inc	Q38589917	>>	DuPont	>>	/m/01cp5q	>>	45,05979732
DuPont de Nemours Inc	Q908553	>>	Union_Carbide	>>	/m/01ry3d	>>	22,48294158
DuPont de Nemours Inc	Q325037	>>	Dow_Corning	>>	/m/073vkj	>>	7,922958561
DuPont de Nemours Inc	Q63197674	>>	Corteva	>>	/g/11h6rng5qk	>>	7,424205444
DuPont de Nemours Inc	Q834077	>>	Rohm_and_Haas	>>	/m/06c8qt	>>	6,276012097
DuPont de Nemours Inc	Q614227	>>	Danisco	>>	/m/03mc63	>>	3,909375497
DuPont de Nemours Inc	Q5302600	>>	Dow_AgroSciences	>>	/m/0f72x_	>>	3,52703348
DuPont de Nemours Inc	Q1417484	>>	Pioneer_Hi_Bred_International	>>	/m/08_m_x	>>	2,286729984
DuPont de Nemours Inc	Q4982510	>>	Solae_(company)	>>	/m/027qmct	>>	1,110946039
Duke Energy Corp	Q1264404	>>	Duke_Energy	>>	/m/05qb8k	>>	86,98902351
Duke Energy Corp	Q2112219	>>	Progress_Energy_Inc	>>	/m/03nr95	>>	9,801090405
Duke Energy Corp	Q17143933	>>	Piedmont_Natural_Gas	>>	/m/03p2z5n	>>	3,209886082
EOG Resources Inc	Q1275577	>>	EOG_Resources	>>	/m/0cqqsc	>>	100
East Japan Railway Co	Q499071	>>	East_Japan_Railway_Company	>>	/m/01bg0r	>>	70,98434558
East Japan Railway Co	Q788158	>>	Tokyo_Monorail	>>	/m/02g4nk	>>	19,10611287
East Japan Railway Co	Q912366	>>	Japan_Transport_Engineering_Company	>>	/m/0cz066	>>	9,909541546
Eaton Corporation PLC	Q48872	>>	Eaton_Corporation	>>	/m/01qj3l	>>	100
Ecolab Inc	Q1282031	>>	Ecolab	>>	/m/06nxh5	>>	74,44893894
Ecolab Inc	Q827995	>>	Nalco_Holding_Company	>>	/m/0gpgjw	>>	23,46231636
Ecolab Inc	Q3214516	>>	Laboratoires_Anios	>>	/g/121vl735	>>	2,0887447
Ecopetrol SA	Q1282130	>>	Ecopetrol	>>	/m/027t36s	>>	100
Electricite de France SA	Q3045865	>>	EDF_Energy	>>	/m/0byccw	>>	39,19016178
Electricite de France SA	Q912872	>>	Edison_(company)	>>	/m/0287n4w	>>	29,4440297
Electricite de France SA	Q3012420	>>	Dalkia	>>	/m/0glnsf6	>>	19,22270551
Electricite de France SA	Q3045868	>>	EDF_Renewables	>>	/m/07k82kn	>>	6,299536431
Electricite de France SA	Q1837429	>>	EDF_Luminus	>>	/m/04g1g_s	>>	5,843566578
Eli Lilly and Co	Q632240	>>	Eli_Lilly_and_Company	>>	/m/038yrj	>>	100
Emerson Electric Co	Q1335585	>>	Emerson_Electric	>>	/m/04dl6k	>>	75,95563461
Emerson Electric Co	Q7276772	>>	Ridgid	>>	/m/0262y3d	>>	18,63947643
Emerson Electric Co	Q6008835	>>	InSinkErator	>>	/m/057v0y	>>	4,174640241
Emerson Electric Co	Q7372379	>>	Roxar_AS	>>	/m/0fbvvx	>>	1,230248719
Emirates Telecommunications Group Co PJSC	Q543449	>>	Etisalat	>>	/m/02g57n	>>	56,9797827
Emirates Telecommunications Group Co PJSC	Q2299942	>>	Maroc_Telecom	>>	/m/0dfs2j	>>	26,62949758
Emirates Telecommunications Group Co PJSC	Q4120269	>>	Etisalat_Misr	>>	/m/02qfdlx	>>	9,457486538
Emirates Telecommunications Group Co PJSC	Q7125719	>>	PTCL	>>	/m/0dsd_7	>>	2,758852343
Emirates Telecommunications Group Co PJSC	Q2405619	>>	Onatel	>>	/g/120zjqls	>>	1,749045206
Emirates Telecommunications Group Co PJSC	Q5321415	>>	E-Junior	>>	/m/04gtlvw	>>	1,671815325
Emirates Telecommunications Group Co PJSC	Q6743829	>>	Malitel	>>	/m/026mdbf	>>	0,753520307
Enbridge Inc	Q1339966	>>	Enbridge	>>	/m/03myrf	>>	93,54241764
Enbridge Inc	Q7885706	>>	Union_Gas	>>	/m/09n258w	>>	6,457582358
Enel SpA	Q651222	>>	Enel	>>	/m/03p21qs	>>	54,46910305
Enel SpA	Q1275336	>>	Endesa	>>	/m/0bm3wf	>>	15,32045664
Enel SpA	Q3725221	>>	Servizio_Elettrico_Nazionale	>>	/g/12148s5n	>>	13,75381919
Enel SpA	Q3725218	>>	Enel_Green_Power	>>	/m/0ds4th7	>>	5,750929632
Enel SpA	Q3725215	>>	E-distribuzione	>>	/g/122d8c78	>>	3,264962933
Enel SpA	Q835518	>>	Enel_Russia	>>	/m/04ghc4g	>>	2,726605244
Enel SpA	Q3725216	>>	Enel_Energia	>>	/g/121xjtxf	>>	2,4743611
Enel SpA	Q5376815	>>	Enel_X	>>	/m/02x39d1	>>	2,239762204
Energy Transfer LP	Q5377000	>>	Energy_Transfer_Partners	>>	/m/0cmtrq	>>	76,98771006
Energy Transfer LP	Q1423218	>>	%E3%82%B9%E3%83%8E%E3%82%B3_(%E4%BC%81%E6%A5%AD)	>>	/m/018wpm	>>	18,84533826
Energy Transfer LP	Q26794499	>>	Philadelphia_Energy_Solutions	>>	/g/11c1mzlkbl	>>	4,166951684
Engie SA	Q13416787	>>	Engie	>>	/m/04f7b89	>>	82,61881292
Engie SA	Q608323	>>	Electrabel	>>	/m/0ctrcn	>>	7,537288108
Engie SA	Q1106767	>>	Engie_Cofely	>>	/g/1233f1mj	>>	4,301504452
Engie SA	Q820035	>>	GRTgaz	>>	/m/03yn3ps	>>	4,005300325
Engie SA	Q3499790	>>	Storengy	>>	/g/122n0g92	>>	0,793271173
Engie SA	Q24934578	>>	Compagnie_parisienne_de_chauffage_urbain	>>	/g/11cn6184jy	>>	0,743823021
Eni SpA	Q565594	>>	Eni	>>	/m/07zbvr	>>	64,23137053
Eni SpA	Q2213203	>>	Saipem	>>	/m/03c7l7f	>>	25,32118601
Eni SpA	Q3606450	>>	Agenzia_Giornalistica_Italia	>>	/m/0djcx0	>>	4,757281685
Eni SpA	Q4010228	>>	Versalis	>>	/g/11b5m68f04	>>	3,289080286
Eni SpA	Q17509296	>>	Enjoy_(car_sharing)	>>	/m/0114m4ks	>>	2,40108149
Equinix Inc	Q851641	>>	Equinix	>>	/m/07btnq	>>	100
Equinor ASA	Q1776022	>>	Equinor	>>	/m/02rw4hw	>>	100
EssilorLuxottica SA	Q161906	>>	Oakley,_Inc.	>>	/m/028tf_	>>	31,3540826
EssilorLuxottica SA	Q1368909	>>	Essilor	>>	/m/08zb7z	>>	24,73381606
EssilorLuxottica SA	Q56853086	>>	EssilorLuxottica	>>	/g/11gt__lcrc	>>	12,79756199
EssilorLuxottica SA	Q2313845	>>	Persol	>>	/m/0765jj	>>	9,346088166
EssilorLuxottica SA	Q7087746	>>	Oliver_Peoples	>>	/m/03ccq8l	>>	5,46245558
EssilorLuxottica SA	Q136311	>>	Sunglass_Hut	>>	/m/02m8hn	>>	5,18222676
EssilorLuxottica SA	Q6523209	>>	LensCrafters	>>	/m/02m87m	>>	4,318132165
EssilorLuxottica SA	Q2231148	>>	Pearle_Vision	>>	/m/07cf0y	>>	2,531422635
EssilorLuxottica SA	Q5138245	>>	Clearly	>>	/g/11c7v_hhd7	>>	1,647040989
EssilorLuxottica SA	Q1475117	>>	Transitions_Optical	>>	/m/0g9_mms	>>	1,393898725
EssilorLuxottica SA	Q22138332	>>	Vision_Direct	>>	/g/11cjk0rrt5	>>	0,68273728
EssilorLuxottica SA	Q19903688	>>	Target_Optical	>>	/m/01319s3r	>>	0,55053705
Estee Lauder Companies Inc	Q2624442	>>	MAC_Cosmetics	>>	/m/0gymbj	>>	57,70942455
Estee Lauder Companies Inc	Q2655764	>>	Clinique	>>	/m/06t208	>>	18,71361775
Estee Lauder Companies Inc	Q20724743	>>	Jo_Malone_London	>>	/g/11b6s_y1x9	>>	12,21157683
Estee Lauder Companies Inc	Q4827965	>>	Aveda	>>	/m/064lg1	>>	9,770030372
Estee Lauder Companies Inc	Q2928140	>>	Bumble_and_bumble	>>	/m/0bhb8x9	>>	1,595350496
Exelon Corp	Q1383669	>>	Exelon	>>	/m/06vlnl	>>	46,50965951
Exelon Corp	Q2986833	>>	Commonwealth_Edison	>>	/m/03_tj7	>>	16,27027082
Exelon Corp	Q7118900	>>	PECO_Energy_Company	>>	/m/05mzm6p	>>	10,3066293
Exelon Corp	Q7166207	>>	Pepco	>>	/m/0250hn	>>	8,977329057
Exelon Corp	Q4852862	>>	Baltimore_Gas_and_Electric	>>	/m/0n47vsb	>>	7,307441991
Exelon Corp	Q259195	>>	Constellation_(energy_company)	>>	/m/06w3qq	>>	5,922501324
Exelon Corp	Q33127799	>>	Delmarva_Power	>>	/g/11fx8v9qyk	>>	4,706167994
Exxon Mobil Corp	Q156238	>>	ExxonMobil	>>	/m/02s6x	>>	67,07258956
Exxon Mobil Corp	Q867662	>>	Esso	>>	/m/01dw30	>>	16,46370522
Exxon Mobil Corp	Q3088656	>>	Mobil	>>	/m/056gz	>>	11,87186491
